artist_id,n_songs,artist_hot,song_hot_max,song_hot_min,hidden_hit_score,kind,dud_track_score
AR0BV7E1187FB386C1,97,0.14468466090957882,0.8176656944837992,0.23679646848164335,0.6729810335742203,hidden_hit,
ARVGBDX11F4C83B362,20,0.38313602151373016,1.0,0.21204540548371908,0.6168639784862698,hidden_hit,
AR5Q74Z1187B98B9CD,12,0.18535921687734908,0.7970080043919616,0.24906579485370342,0.6116487875146126,hidden_hit,
ARQZINN11F4C84076C,36,0.3926492073297579,1.0,0.2998774882739778,0.6073507926702422,hidden_hit,
AR7GM0K1187B9B74B4,68,0.38528289299199947,0.9875709045425696,0.21204540548371908,0.6022880115505701,hidden_hit,
ARNB6QP1187B9ADF37,21,0.39938974678044786,1.0,0.2543356324928101,0.6006102532195521,hidden_hit,
AROZ8ZW1187B989A67,34,0.38532942719559704,0.9833181174215736,0.26586104921065007,0.5979886902259766,hidden_hit,
ARO0PD41187FB4F9C8,10,0.32189430491102916,0.9122472718196314,0.24704461470891456,0.5903529669086023,hidden_hit,
ARYT5IS1187FB538AA,15,0.13153603829078322,0.7180201734189067,0.2815474020334662,0.5864841351281235,hidden_hit,
ARLDW2Y1187B9B544F,63,0.3906605227228718,0.9698468923371693,0.24255807982198088,0.5791863696142975,hidden_hit,
ARBUYAW11F4C83B351,12,0.2988532881086356,0.8745566473914681,0.319565986882865,0.5757033592828324,hidden_hit,
ARTB5PP1187FB523B7,27,0.4224724232432197,0.9977583963402685,0.4042015455877203,0.5752859730970488,hidden_hit,
AR026PU1187FB43FD9,26,0.3931956479315306,0.9669335110275052,0.26043371683224475,0.5737378630959746,hidden_hit,
AROXZSA1187FB4B23D,7,0.014644477788496238,0.5881532182295935,0.42409081096743817,0.5735087404410973,hidden_hit,
ARPYDQA11F4C83E331,15,0.14925501534854968,0.7208916009406666,0.24474522490006362,0.5716365855921169,hidden_hit,
ARRH63Y1187FB47783,54,1.0825025567261237,1.0,0.2998774882739778,,dud_track,0.7826250684521459
ARF8HTQ1187B9AE693,68,1.02125558748807,1.0,0.34580223396532944,,dud_track,0.6754533535227405
ARBS1OC1187FB44CAF,52,0.8728389206241831,0.8453915113037985,0.21508031850922793,,dud_track,0.6577586021149552
ARTDQRC1187FB4EFD4,42,1.0059419659547393,1.0,0.3522322250053423,,dud_track,0.653709740949397
ARUDYKB11F4C83C269,17,0.8434308442147149,0.7970413388390818,0.24906579485370342,,dud_track,0.5943650493610115
ARZENOX1187B98A645,52,0.7876793544779094,1.0,0.2035267583269671,,dud_track,0.5841525961509423
ARL60FF1187B9AE52D,31,0.8863227203000507,0.9018937332652067,0.30408826949224643,,dud_track,0.5822344508078042
ARW7K0P1187B9B5B47,13,0.7942707682506129,0.6994393777956099,0.21508031850922793,,dud_track,0.579190449741385
ARQUMH41187B9AF699,66,0.7911430023895633,1.0,0.21508031850922793,,dud_track,0.5760626838803353
ARKSZW81187B9B695D,88,0.7870054686892299,0.8533332685350756,0.21508031850922793,,dud_track,0.571925150180002
ARPAAHK1187B9ABB00,63,0.779968004597178,0.9843467385341443,0.21204540548371908,,dud_track,0.5679225991134589
ARPDVPJ1187B9ADBE9,63,0.854637828218057,0.9875321790006079,0.29417174509275373,,dud_track,0.5604660831253032
ARCBD0U1187FB466EF,48,0.7879946221983373,0.8087998737060977,0.2292015526561795,,dud_track,0.5587930695421578
ARGVJPK1187B9909EA,74,0.7551499130578622,0.9045666015245751,0.21508031850922793,,dud_track,0.5400695945486342
ARLE2071187FB3A270,7,0.8289463980569349,0.8428410333637075,0.2921862080503157,,dud_track,0.5367601900066192
